369,349	6,02
369,569	5,85
369,789	7,07
370,009	6
370,228	8,57
370,448	8,98
370,668	9,16
370,888	8,36
371,108	10,14
371,327	10,43
371,547	9,04
371,767	7,42
371,987	6,96
372,206	4,1
372,426	4
372,646	0,53
372,866	0,59
373,085	-1,19
373,305	-1,2
373,525	-0,32
373,744	0,61
373,964	1,21
374,183	3,48
374,403	3,9
374,623	6,45
374,842	7,13
375,062	7,98
375,281	7,7
375,501	7,85
375,72	6,95
375,94	6,93
376,159	5,59
376,379	4,62
376,598	3,74
376,818	3,96
377,037	2,94
377,256	2,94
377,476	2,34
377,695	2,9
377,914	2,23
378,134	1,57
378,353	2,09
378,572	2,46
378,792	2,4
379,011	3,2
379,23	3,32
379,45	2,77
379,669	3,27
379,888	4,5
380,107	5,38
380,327	5,66
380,546	5,83
380,765	4,18
380,984	3,28
381,203	3,07
381,422	4,46
381,641	3,33
381,861	2,82
382,08	2,32
382,299	2,24
382,518	2,03
382,737	2,73
382,956	3,01
383,175	2,89
383,394	2,75
383,613	2,86
383,832	3
384,051	2,89
384,27	2,48
384,489	2,7
384,708	2,52
384,927	2,53
385,145	2,47
385,364	2,4
385,583	1,74
385,802	1,82
386,021	2,09
386,24	2,22
386,458	2,22
386,677	2,19
386,896	2,01
387,115	2,07
387,334	1,99
387,552	2,55
387,771	2,51
387,99	2,39
388,208	2,31
388,427	2,13
388,646	2,08
388,864	2,35
389,083	2,52
389,302	2,67
389,52	2,6
389,739	2,6
389,957	2,61
390,176	2,6
390,394	2,54
390,613	2,97
390,832	2,85
391,05	2,68
391,269	2,41
391,487	2,02
391,705	1,81
391,924	2,1
392,142	2
392,361	2,09
392,579	1,87
392,798	1,81
393,016	1,86
393,234	1,87
393,453	2,24
393,671	2,59
393,889	2,56
394,108	2,73
394,326	2,91
394,544	3,18
394,762	3,28
394,981	3,28
395,199	2,98
395,417	2,76
395,635	2,01
395,854	2,16
396,072	2,11
396,29	1,76
396,508	1,64
396,726	1,6
396,944	1,65
397,162	1,79
397,38	1,64
397,598	1,78
397,817	1,64
398,035	1,57
398,253	1,72
398,471	1,64
398,689	1,71
398,907	1,68
399,125	1,59
399,343	1,65
399,561	1,72
399,778	1,7
399,996	1,72
400,214	1,77
400,432	1,86
400,65	1,67
400,868	1,62
401,086	1,69
401,304	1,7
401,521	1,51
401,739	1,48
401,957	1,53
402,175	1,46
402,392	1,54
402,61	1,59
402,828	1,6
403,046	1,62
403,263	1,55
403,481	1,8
403,699	1,85
403,916	1,76
404,134	1,89
404,352	1,79
404,569	1,95
404,787	1,89
405,004	1,88
405,222	1,91
405,44	1,69
405,657	1,68
405,875	1,76
406,092	1,63
406,31	1,68
406,527	1,71
406,745	1,71
406,962	1,57
407,18	1,54
407,397	1,79
407,614	1,73
407,832	1,71
408,049	1,73
408,267	1,73
408,484	1,63
408,701	1,65
408,919	1,82
409,136	1,86
409,353	1,61
409,57	1,63
409,788	1,74
410,005	1,72
410,222	1,66
410,439	1,67
410,657	1,67
410,874	1,67
411,091	1,67
411,308	1,77
411,525	1,77
411,742	1,67
411,96	1,65
412,177	1,65
412,394	1,63
412,611	1,59
412,828	1,53
413,045	1,52
413,262	1,44
413,479	1,5
413,696	1,47
413,913	1,48
414,13	1,53
414,347	1,53
414,564	1,64
414,781	1,64
414,998	1,65
415,215	1,78
415,432	1,71
415,648	1,81
415,865	1,83
416,082	1,77
416,299	1,8
416,516	1,75
416,733	1,8
416,949	1,75
417,166	1,69
417,383	1,77
417,6	1,66
417,816	1,63
418,033	1,61
418,25	1,57
418,467	1,56
418,683	1,52
418,9	1,58
419,117	1,65
419,333	1,63
419,55	1,7
419,766	1,7
419,983	1,79
420,2	1,87
420,416	1,91
420,633	2,08
420,849	2,13
421,066	2,12
421,282	2,13
421,499	2,12
421,715	2,19
421,932	2,19
422,148	2,18
422,365	2,13
422,581	1,97
422,797	1,94
423,014	1,97
423,23	1,96
423,446	2
423,663	1,93
423,879	1,9
424,095	1,85
424,312	1,92
424,528	2,05
424,744	1,98
424,961	2,07
425,177	2,08
425,393	2,13
425,609	2,22
425,825	2,24
426,042	2,25
426,258	2,18
426,474	2,06
426,69	2,15
426,906	2,03
427,122	2
427,338	1,91
427,554	1,93
427,771	2
427,987	1,93
428,203	2,01
428,419	2,04
428,635	2,03
428,851	2,13
429,067	2,12
429,283	2,14
429,499	2,16
429,714	2,1
429,93	2,18
430,146	2,11
430,362	2,09
430,578	2,1
430,794	2,02
431,01	2,06
431,226	2,09
431,441	2,08
431,657	2,13
431,873	2,13
432,089	2,16
432,305	2,15
432,52	2,12
432,736	2,11
432,952	2,06
433,167	2,08
433,383	1,96
433,599	1,88
433,814	1,86
434,03	1,79
434,246	1,83
434,461	1,89
434,677	1,88
434,893	1,87
435,108	1,81
435,324	1,87
435,539	1,85
435,755	1,89
435,97	1,94
436,186	1,97
436,401	1,88
436,617	1,93
436,832	1,94
437,048	1,92
437,263	1,93
437,478	1,99
437,694	2,03
437,909	2,05
438,125	2,05
438,34	2,04
438,555	2,01
438,771	2,07
438,986	2,18
439,201	2,19
439,417	2,16
439,632	2,19
439,847	2,15
440,062	2,11
440,278	2,2
440,493	2,24
440,708	2,24
440,923	2,14
441,138	2,14
441,353	2,2
441,569	2,17
441,784	2,25
441,999	2,34
442,214	2,33
442,429	2,3
442,644	2,27
442,859	2,33
443,074	2,3
443,289	2,23
443,504	2,22
443,719	2,23
443,934	2,13
444,149	2,07
444,364	2,07
444,579	2,07
444,794	2,09
445,009	2,15
445,224	2,24
445,438	2,2
445,653	2,19
445,868	2,22
446,083	2,27
446,298	2,28
446,513	2,28
446,727	2,33
446,942	2,38
447,157	2,34
447,372	2,42
447,586	2,41
447,801	2,44
448,016	2,47
448,23	2,52
448,445	2,51
448,66	2,47
448,874	2,43
449,089	2,42
449,304	2,45
449,518	2,5
449,733	2,49
449,947	2,46
450,162	2,44
450,376	2,44
450,591	2,48
450,805	2,51
451,02	2,52
451,234	2,42
451,449	2,41
451,663	2,45
451,878	2,46
452,092	2,49
452,307	2,52
452,521	2,49
452,735	2,46
452,95	2,52
453,164	2,58
453,378	2,58
453,593	2,54
453,807	2,57
454,021	2,59
454,236	2,67
454,45	2,68
454,664	2,72
454,878	2,72
455,093	2,74
455,307	2,74
455,521	2,78
455,735	2,75
455,949	2,74
456,163	2,69
456,377	2,68
456,592	2,62
456,806	2,6
457,02	2,56
457,234	2,52
457,448	2,5
457,662	2,58
457,876	2,56
458,09	2,51
458,304	2,53
458,518	2,55
458,732	2,57
458,946	2,6
459,16	2,65
459,374	2,68
459,588	2,66
459,801	2,7
460,015	2,72
460,229	2,71
460,443	2,76
460,657	2,75
460,871	2,73
461,085	2,69
461,298	2,71
461,512	2,69
461,726	2,67
461,94	2,73
462,153	2,77
462,367	2,78
462,581	2,8
462,794	2,82
463,008	2,86
463,222	2,87
463,435	2,86
463,649	2,89
463,863	2,88
464,076	2,85
464,29	2,86
464,503	2,8
464,717	2,78
464,93	2,81
465,144	2,78
465,357	2,82
465,571	2,77
465,784	2,77
465,998	2,78
466,211	2,78
466,425	2,81
466,638	2,85
466,852	2,81
467,065	2,82
467,278	2,81
467,492	2,89
467,705	2,9
467,918	2,92
468,132	2,87
468,345	2,94
468,558	2,92
468,772	2,98
468,985	3
469,198	3,03
469,411	2,98
469,624	2,99
469,838	3,03
470,051	3,08
470,264	3,06
470,477	3,12
470,69	3,1
470,903	3,08
471,117	3,08
471,33	3,09
471,543	3,09
471,756	3,1
471,969	3,09
472,182	3,1
472,395	3,08
472,608	3,04
472,821	3,09
473,034	3,06
473,247	3,07
473,46	3,07
473,673	3,06
473,886	3,08
474,098	3,09
474,311	3,14
474,524	3,2
474,737	3,2
474,95	3,2
475,163	3,22
475,376	3,23
475,588	3,24
475,801	3,24
476,014	3,23
476,227	3,23
476,439	3,23
476,652	3,26
476,865	3,29
477,078	3,27
477,29	3,3
477,503	3,29
477,716	3,33
477,928	3,35
478,141	3,35
478,353	3,36
478,566	3,42
478,779	3,41
478,991	3,42
479,204	3,43
479,416	3,48
479,629	3,45
479,841	3,47
480,054	3,47
480,266	3,47
480,479	3,37
480,691	3,42
480,904	3,42
481,116	3,44
481,328	3,42
481,541	3,49
481,753	3,45
481,965	3,45
482,178	3,45
482,39	3,53
482,602	3,56
482,815	3,59
483,027	3,56
483,239	3,58
483,451	3,5
483,664	3,55
483,876	3,56
484,088	3,6
484,3	3,58
484,513	3,52
484,725	3,51
484,937	3,54
485,149	3,54
485,361	3,63
485,573	3,62
485,785	3,62
485,997	3,62
486,209	3,65
486,421	3,69
486,633	3,7
486,845	3,69
487,057	3,7
487,269	3,69
487,481	3,7
487,693	3,73
487,905	3,76
488,117	3,74
488,329	3,75
488,541	3,76
488,753	3,81
488,965	3,81
489,177	3,79
489,388	3,8
489,6	3,82
489,812	3,8
490,024	3,82
490,236	3,87
490,447	3,9
490,659	3,91
490,871	3,96
491,083	3,97
491,294	4,05
491,506	4,03
491,718	4,07
491,929	4,08
492,141	4,05
492,353	4,07
492,564	4,09
492,776	4,07
492,987	4,09
493,199	4,06
493,41	4,12
493,622	4,13
493,834	4,17
494,045	4,18
494,257	4,18
494,468	4,2
494,679	4,22
494,891	4,26
495,102	4,26
495,314	4,26
495,525	4,3
495,737	4,27
495,948	4,29
496,159	4,29
496,371	4,29
496,582	4,29
496,793	4,3
497,005	4,31
497,216	4,33
497,427	4,29
497,638	4,34
497,85	4,34
498,061	4,37
498,272	4,34
498,483	4,34
498,694	4,37
498,906	4,35
499,117	4,33
499,328	4,35
499,539	4,32
499,75	4,34
499,961	4,36
500,172	4,45
500,383	4,47
500,594	4,5
500,805	4,54
501,016	4,55
501,227	4,53
501,438	4,58
501,649	4,59
501,86	4,58
502,071	4,52
502,282	4,57
502,493	4,56
502,704	4,6
502,915	4,63
503,126	4,7
503,337	4,71
503,547	4,75
503,758	4,82
503,969	4,91
504,18	4,93
504,391	4,99
504,601	5,07
504,812	5,09
505,023	5,09
505,234	5,16
505,444	5,16
505,655	5,15
505,866	5,14
506,076	5,19
506,287	5,15
506,497	5,12
506,708	5,15
506,919	5,21
507,129	5,2
507,34	5,28
507,55	5,3
507,761	5,37
507,971	5,34
508,182	5,41
508,392	5,44
508,603	5,49
508,813	5,51
509,024	5,6
509,234	5,6
509,445	5,67
509,655	5,65
509,865	5,72
510,076	5,73
510,286	5,76
510,497	5,77
510,707	5,8
510,917	5,78
511,127	5,81
511,338	5,82
511,548	5,86
511,758	5,89
511,968	5,94
512,179	5,97
512,389	6,03
512,599	6,07
512,809	6,14
513,019	6,18
513,23	6,28
513,44	6,31
513,65	6,38
513,86	6,38
514,07	6,42
514,28	6,43
514,49	6,44
514,7	6,41
514,91	6,46
515,12	6,43
515,33	6,48
515,54	6,5
515,75	6,59
515,96	6,62
516,17	6,69
516,38	6,75
516,59	6,84
516,8	6,87
517,01	6,98
517,22	7,04
517,429	7,12
517,639	7,15
517,849	7,22
518,059	7,28
518,269	7,35
518,478	7,42
518,688	7,53
518,898	7,56
519,108	7,67
519,317	7,69
519,527	7,77
519,737	7,83
519,946	7,9
520,156	7,94
520,366	8,02
520,575	8
520,785	8,04
520,994	8,02
521,204	8,15
521,414	8,21
521,623	8,3
521,833	8,34
522,042	8,47
522,252	8,51
522,461	8,61
522,671	8,67
522,88	8,76
523,089	8,75
523,299	8,82
523,508	8,86
523,718	8,92
523,927	8,88
524,136	8,87
524,346	8,87
524,555	8,92
524,764	8,95
524,974	9,01
525,183	9,01
525,392	9,06
525,602	9,11
525,811	9,2
526,02	9,29
526,229	9,39
526,438	9,43
526,648	9,5
526,857	9,59
527,066	9,65
527,275	9,69
527,484	9,77
527,693	9,8
527,902	9,88
528,112	9,91
528,321	10,03
528,53	10,06
528,739	10,11
528,948	10,14
529,157	10,18
529,366	10,18
529,575	10,25
529,784	10,25
529,993	10,3
530,201	10,27
530,41	10,29
530,619	10,26
530,828	10,34
531,037	10,38
531,246	10,48
531,455	10,45
531,664	10,52
531,872	10,53
532,081	10,62
532,29	10,65
532,499	10,76
532,707	10,79
532,916	10,82
533,125	10,81
533,334	10,91
533,542	10,89
533,751	10,94
533,96	10,91
534,168	10,95
534,377	10,92
534,585	10,91
534,794	10,91
535,003	10,96
535,211	10,94
535,42	10,99
535,628	10,99
535,837	11,04
536,045	11,05
536,254	11,09
536,462	11,07
536,671	11,13
536,879	11,1
537,088	11,13
537,296	11,12
537,504	11,16
537,713	11,15
537,921	11,15
538,129	11,15
538,338	11,21
538,546	11,15
538,754	11,22
538,963	11,21
539,171	11,28
539,379	11,26
539,587	11,33
539,796	11,35
540,004	11,39
540,212	11,39
540,42	11,48
540,628	11,46
540,837	11,52
541,045	11,48
541,253	11,52
541,461	11,49
541,669	11,52
541,877	11,53
542,085	11,55
542,293	11,52
542,501	11,54
542,709	11,57
542,917	11,61
543,125	11,61
543,333	11,65
543,541	11,67
543,749	11,68
543,957	11,67
544,165	11,72
544,373	11,73
544,581	11,74
544,789	11,71
544,997	11,74
545,204	11,74
545,412	11,75
545,62	11,77
545,828	11,84
546,036	11,82
546,243	11,86
546,451	11,82
546,659	11,87
546,867	11,89
547,074	11,9
547,282	11,9
547,49	11,96
547,697	11,94
547,905	11,96
548,112	11,94
548,32	11,97
548,528	11,99
548,735	12,03
548,943	12,01
549,15	12,06
549,358	12,04
549,565	12,12
549,773	12,13
549,98	12,16
550,188	12,19
550,395	12,2
550,603	12,19
550,81	12,26
551,018	12,22
551,225	12,26
551,432	12,23
551,64	12,28
551,847	12,29
552,054	12,31
552,262	12,32
552,469	12,34
552,676	12,3
552,884	12,34
553,091	12,28
553,298	12,26
553,505	12,25
553,713	12,21
553,92	12,22
554,127	12,25
554,334	12,23
554,541	12,26
554,748	12,23
554,955	12,23
555,163	12,22
555,37	12,22
555,577	12,23
555,784	12,2
555,991	12,16
556,198	12,19
556,405	12,15
556,612	12,2
556,819	12,17
557,026	12,18
557,233	12,16
557,44	12,19
557,647	12,16
557,854	12,17
558,06	12,1
558,267	12,15
558,474	12,09
558,681	12,1
558,888	12,07
559,095	12,03
559,301	11,97
559,508	11,96
559,715	11,91
559,922	11,93
560,129	11,84
560,335	11,84
560,542	11,81
560,749	11,88
560,955	11,88
561,162	11,88
561,369	11,84
561,575	11,87
561,782	11,86
561,988	11,88
562,195	11,85
562,402	11,87
562,608	11,76
562,815	11,74
563,021	11,72
563,228	11,73
563,434	11,64
563,641	11,6
563,847	11,57
564,054	11,56
564,26	11,52
564,467	11,5
564,673	11,49
564,879	11,49
565,086	11,46
565,292	11,5
565,498	11,45
565,705	11,43
565,911	11,37
566,117	11,34
566,324	11,27
566,53	11,23
566,736	11,14
566,942	11,11
567,149	11,02
567,355	11,01
567,561	10,99
567,767	10,98
567,973	10,93
568,179	10,94
568,386	10,88
568,592	10,91
568,798	10,86
569,004	10,88
569,21	10,81
569,416	10,79
569,622	10,78
569,828	10,78
570,034	10,75
570,24	10,78
570,446	10,7
570,652	10,73
570,858	10,7
571,064	10,71
571,27	10,66
571,476	10,61
571,681	10,57
571,887	10,55
572,093	10,46
572,299	10,45
572,505	10,36
572,711	10,34
572,916	10,3
573,122	10,33
573,328	10,31
573,534	10,29
573,739	10,24
573,945	10,25
574,151	10,22
574,357	10,25
574,562	10,23
574,768	10,22
574,973	10,18
575,179	10,15
575,385	10,12
575,59	10,15
575,796	10,11
576,001	10,15
576,207	10,13
576,413	10,1
576,618	10,05
576,824	10
577,029	9,96
577,234	9,98
577,44	9,94
577,645	9,96
577,851	9,92
578,056	9,89
578,262	9,87
578,467	9,89
578,672	9,86
578,878	9,87
579,083	9,87
579,288	9,92
579,494	9,86
579,699	9,87
579,904	9,87
580,109	9,87
580,315	9,85
580,52	9,88
580,725	9,87
580,93	9,86
581,135	9,78
581,341	9,78
581,546	9,73
581,751	9,72
581,956	9,71
582,161	9,7
582,366	9,7
582,571	9,69
582,776	9,68
582,981	9,66
583,186	9,65
583,391	9,67
583,596	9,63
583,801	9,61
584,006	9,57
584,211	9,53
584,416	9,53
584,621	9,52
584,826	9,48
585,031	9,45
585,236	9,41
585,441	9,42
585,645	9,36
585,85	9,34
586,055	9,27
586,26	9,21
586,465	9,09
586,669	9,1
586,874	9,03
587,079	9
587,283	8,95
587,488	8,95
587,693	8,93
587,898	8,97
588,102	8,95
588,307	9,04
588,511	9,08
588,716	9,18
588,921	9,14
589,125	9,13
589,33	9,14
589,534	9,14
589,739	9,12
589,943	9,14
590,148	9,11
590,352	9,08
590,557	9,04
590,761	9,07
590,966	9,15
591,17	9,21
591,374	9,2
591,579	9,23
591,783	9,21
591,988	9,2
592,192	9,17
592,396	9,15
592,601	9,11
592,805	9,09
593,009	9,03
593,213	9,13
593,418	9,12
593,622	9,13
593,826	9,15
594,03	9,26
594,234	9,27
594,439	9,28
594,643	9,24
594,847	9,28
595,051	9,25
595,255	9,25
595,459	9,22
595,663	9,25
595,867	9,18
596,071	9,26
596,275	9,29
596,48	9,34
596,684	9,33
596,888	9,33
597,091	9,3
597,295	9,33
597,499	9,3
597,703	9,32
597,907	9,27
598,111	9,28
598,315	9,25
598,519	9,27
598,723	9,24
598,926	9,28
599,13	9,3
599,334	9,34
599,538	9,32
599,742	9,28
599,945	9,28
600,149	9,38
600,353	9,39
600,557	9,45
600,76	9,45
600,964	9,46
601,168	9,45
601,371	9,49
601,575	9,53
601,778	9,53
601,982	9,43
602,186	9,39
602,389	9,35
602,593	9,35
602,796	9,36
603	9,38
603,203	9,31
603,407	9,31
603,61	9,23
603,814	9,3
604,017	9,26
604,221	9,26
604,424	9,2
604,627	9,16
604,831	9,16
605,034	9,2
605,238	9,18
605,441	9,25
605,644	9,18
605,847	9,28
606,051	9,26
606,254	9,31
606,457	9,32
606,661	9,24
606,864	9,24
607,067	9,25
607,27	9,24
607,473	9,26
607,677	9,15
607,88	9,12
608,083	9,05
608,286	9,06
608,489	9,06
608,692	9,06
608,895	9,03
609,098	8,98
609,301	8,95
609,504	9,02
609,707	9,02
609,91	9,03
610,113	9,02
610,316	8,98
610,519	8,94
610,722	8,94
610,925	8,92
611,128	8,94
611,331	8,87
611,534	8,9
611,736	8,92
611,939	8,9
612,142	8,91
612,345	8,93
612,548	8,91
612,75	8,92
612,953	8,86
613,156	8,86
613,359	8,77
613,561	8,72
613,764	8,75
613,967	8,77
614,169	8,72
614,372	8,69
614,575	8,68
614,777	8,69
614,98	8,68
615,183	8,68
615,385	8,64
615,588	8,63
615,79	8,6
615,993	8,62
616,195	8,59
616,398	8,59
616,6	8,54
616,803	8,58
617,005	8,59
617,208	8,67
617,41	8,62
617,612	8,62
617,815	8,62
618,017	8,66
618,219	8,63
618,422	8,7
618,624	8,62
618,826	8,63
619,029	8,6
619,231	8,61
619,433	8,58
619,635	8,61
619,838	8,53
620,04	8,55
620,242	8,5
620,444	8,59
620,646	8,59
620,849	8,56
621,051	8,56
621,253	8,59
621,455	8,55
621,657	8,62
621,859	8,63
622,061	8,66
622,263	8,61
622,465	8,61
622,667	8,64
622,869	8,62
623,071	8,63
623,273	8,62
623,475	8,57
623,677	8,63
623,879	8,58
624,081	8,54
624,283	8,48
624,485	8,46
624,686	8,44
624,888	8,46
625,09	8,45
625,292	8,53
625,494	8,43
625,695	8,5
625,897	8,53
626,099	8,62
626,301	8,56
626,502	8,58
626,704	8,57
626,906	8,57
627,107	8,57
627,309	8,64
627,511	8,59
627,712	8,57
627,914	8,52
628,116	8,59
628,317	8,57
628,519	8,56
628,72	8,57
628,922	8,57
629,123	8,53
629,325	8,53
629,526	8,53
629,728	8,56
629,929	8,54
630,131	8,55
630,332	8,53
630,533	8,56
630,735	8,53
630,936	8,51
631,137	8,47
631,339	8,52
631,54	8,5
631,741	8,51
631,943	8,52
632,144	8,55
632,345	8,49
632,546	8,49
632,748	8,5
632,949	8,57
633,15	8,51
633,351	8,51
633,552	8,49
633,754	8,5
633,955	8,44
634,156	8,49
634,357	8,44
634,558	8,44
634,759	8,4
634,96	8,43
635,161	8,44
635,362	8,47
635,563	8,42
635,764	8,48
635,965	8,43
636,166	8,47
636,367	8,47
636,568	8,48
636,769	8,43
636,97	8,42
637,171	8,43
637,371	8,46
637,572	8,42
637,773	8,43
637,974	8,4
638,175	8,39
638,376	8,41
638,576	8,41
638,777	8,39
638,978	8,33
639,179	8,29
639,379	8,29
639,58	8,28
639,781	8,27
639,981	8,25
640,182	8,19
640,383	8,16
640,583	8,18
640,784	8,17
640,984	8,15
641,185	8,13
641,385	8,13
641,586	8,14
641,786	8,12
641,987	8,11
642,187	8,12
642,388	8,07
642,588	8,08
642,789	8,06
642,989	8,06
643,19	8,03
643,39	8,04
643,59	8,01
643,791	7,98
643,991	7,92
644,191	7,89
644,392	7,85
644,592	7,87
644,792	7,81
644,993	7,72
645,193	7,65
645,393	7,61
645,593	7,54
645,793	7,57
645,994	7,52
646,194	7,6
646,394	7,53
646,594	7,48
646,794	7,54
646,994	7,48
647,194	7,48
647,395	7,53
647,595	7,51
647,795	7,56
647,995	7,5
648,195	7,53
648,395	7,54
648,595	7,56
648,795	7,59
648,995	7,58
649,194	7,58
649,394	7,55
649,594	7,46
649,794	7,47
649,994	7,42
650,194	7,42
650,394	7,37
650,594	7,33
650,793	7,35
650,993	7,39
651,193	7,41
651,393	7,51
651,592	7,5
651,792	7,54
651,992	7,49
652,192	7,52
652,391	7,53
652,591	7,52
652,791	7,42
652,99	7,36
653,19	7,27
653,389	7,2
653,589	7,12
653,789	7,11
653,988	7,06
654,188	7,01
654,387	6,99
654,587	7,02
654,786	7,02
654,986	7,05
655,185	7,08
655,385	7,14
655,584	7,17
655,783	7,22
655,983	7,31
656,182	7,33
656,382	7,33
656,581	7,41
656,78	7,35
656,979	7,38
657,179	7,39
657,378	7,42
657,577	7,34
657,777	7,33
657,976	7,26
658,175	7,31
658,374	7,27
658,573	7,34
658,773	7,26
658,972	7,27
659,171	7,24
659,37	7,26
659,569	7,16
659,768	7,28
659,967	7,18
660,166	7,18
660,365	7,09
660,564	7,12
660,763	7,07
660,962	7,09
661,161	7,04
661,36	7,1
661,559	7
661,758	7,06
661,957	6,98
662,156	7
662,355	6,96
662,554	6,98
662,753	6,95
662,952	6,96
663,15	6,98
663,349	6,98
663,548	6,97
663,747	7,05
663,946	7,08
664,144	7,02
664,343	6,94
664,542	6,96
664,74	6,95
664,939	6,9
665,138	6,9
665,336	6,84
665,535	6,8
665,734	6,83
665,932	6,93
666,131	7
666,329	6,96
666,528	6,94
666,726	6,93
666,925	6,92
667,124	6,98
667,322	6,89
667,52	6,85
667,719	6,78
667,917	6,78
668,116	6,81
668,314	6,75
668,513	6,77
668,711	6,8
668,909	6,82
669,108	6,9
669,306	6,87
669,504	6,84
669,703	6,81
669,901	6,78
670,099	6,89
670,297	6,91
670,496	6,93
670,694	6,86
670,892	6,86
671,09	6,87
671,288	6,97
671,487	7,01
671,685	7,04
671,883	6,98
672,081	6,96
672,279	6,9
672,477	6,95
672,675	6,96
672,873	7
673,071	6,95
673,269	6,93
673,467	6,87
673,665	6,94
673,863	6,92
674,061	6,93
674,259	6,95
674,457	6,97
674,655	6,97
674,853	7,03
675,051	7,02
675,249	7,09
675,446	7,06
675,644	7,05
675,842	7,05
676,04	7,02
676,238	6,97
676,435	6,92
676,633	6,86
676,831	6,88
677,028	6,86
677,226	6,9
677,424	6,95
677,621	7
677,819	6,98
678,017	7,01
678,214	7,04
678,412	7,1
678,61	7,11
678,807	7,14
679,005	7,06
679,202	7,07
679,4	7,02
679,597	7,04
679,795	7,08
679,992	7,08
680,19	7,06
680,387	7,05
680,584	7,12
680,782	7,16
680,979	7,16
681,177	7,18
681,374	7,18
681,571	7,17
681,769	7,2
681,966	7,24
682,163	7,25
682,361	7,22
682,558	7,26
682,755	7,29
682,952	7,34
683,149	7,42
683,347	7,43
683,544	7,51
683,741	7,47
683,938	7,51
684,135	7,53
684,332	7,54
684,53	7,58
684,727	7,55
684,924	7,51
685,121	7,51
685,318	7,46
685,515	7,6
685,712	7,5
685,909	7,52
686,106	7,47
686,303	7,45
686,5	7,51
686,697	7,54
686,893	7,53
687,09	7,62
687,287	7,62
687,484	7,8
687,681	7,86
687,878	8,02
688,075	8,05
688,271	8,17
688,468	8,29
688,665	8,51
688,862	8,48
689,058	8,56
689,255	8,63
689,452	8,66
689,648	8,7
689,845	8,87
690,042	8,84
690,238	8,91
690,435	8,85
690,632	8,94
690,828	9,01
691,025	9,13
691,221	9,29
691,418	9,35
691,614	9,29
691,811	9,46
692,007	9,52
692,204	9,64
692,4	9,71
692,597	9,78
692,793	9,81
692,99	9,94
693,186	10,04
693,382	10,33
693,579	10,53
693,775	10,66
693,971	10,81
694,168	11,08
694,364	11,24
694,56	11,41
694,757	11,52
694,953	11,64
695,149	11,65
695,345	11,82
695,542	11,97
695,738	12,09
695,934	12,1
696,13	12,31
696,326	12,45
696,522	12,55
696,718	12,74
696,914	12,96
697,111	13,01
697,307	13,19
697,503	13,36
697,699	13,58
697,895	13,71
698,091	13,73
698,287	13,92
698,483	14,08
698,679	14,23
698,874	14,34
699,07	14,45
699,266	14,57
699,462	14,64
699,658	14,75
699,854	14,94
700,05	15,01
700,246	15,06
700,441	15,29
700,637	15,48
700,833	15,77
701,029	15,94
701,224	16,25
701,42	16,45
701,616	16,78
701,811	17,05
702,007	17,31
702,203	17,41
702,398	17,62
702,594	17,72
702,79	17,99
702,985	18,1
703,181	18,28
703,376	18,4
703,572	18,58
703,767	18,85
703,963	19,03
704,158	19,24
704,354	19,6
704,549	19,8
704,745	20,04
704,94	20,29
705,136	20,56
